1999,4
2012,59
2006,4
2016,21
2008,9
2013,14
1998,2
2005,5
2004,5
2002,4
2011,19
1997,4
2015,8
2000,2
2018,41
2017,18
2009,29
2007,13
2019,9
2001,4
2003,5
2014,21
2010,27
