1982,9
2005,65
2010,100
2002,41
1997,15
2003,29
1985,1
2018,185
1996,31
1993,8
1987,2
1995,21
2004,47
1988,1
1990,1
2007,101
2006,66
2008,94
1983,4
2013,131
2012,154
2014,128
2016,166
2009,117
1999,22
2019,81
1976,2
2000,24
1994,11
2011,154
1980,1
2001,43
2017,168
1986,4
2015,184
1991,4
1998,16
