1981,1
2018,61
1990,1
2004,12
1983,1
1997,4
2006,22
1998,2
2009,17
2017,41
1999,7
2000,4
1980,1
2003,16
2019,20
2008,13
2010,23
2005,15
2002,5
2007,24
2015,24
2013,30
2016,54
2014,53
1992,8
1993,1
2012,47
2011,43
2001,24
1994,1
