2018,55
2016,37
2014,31
2007,45
2017,30
2003,9
2010,35
2013,26
2012,32
2011,40
1998,4
2019,5
2015,19
2009,11
2005,18
1990,1
2008,17
2002,6
2001,5
2004,18
1996,1
2000,15
2006,16
1994,2
1997,3
1987,1
1992,9
1995,2
1980,1
1991,1
1985,2
1993,2
