2017,34
2010,15
2011,26
2016,17
2004,17
2014,19
2013,26
2015,30
2007,27
2009,11
1999,20
2012,34
2018,31
2006,27
2001,10
2000,7
2019,21
1994,19
1995,7
2002,7
2005,31
1982,3
1989,1
1993,5
2008,10
2003,9
1998,12
1985,2
1997,7
1992,3
1996,1
1983,2
