2008,15
2006,45
1997,8
2018,32
2001,11
2019,39
2014,22
2015,39
2010,24
2012,51
2002,14
1994,6
2016,36
2020,33
2011,37
1982,1
1996,10
2009,19
2017,42
2007,28
2013,34
2003,7
1998,5
1993,13
2000,5
1987,3
2005,19
1999,4
1995,1
1991,8
1992,2
2004,6
1985,2
1988,1
1990,1
1989,1
