2013,131
2010,100
2011,158
2002,41
2006,67
2015,177
1994,11
2012,156
2004,47
2005,65
2018,173
2019,184
2017,168
2016,166
2007,101
2003,29
2001,43
1998,16
2014,128
2009,117
2008,94
1997,15
2000,24
1995,21
1999,22
1982,9
1993,8
1991,4
1996,31
1983,4
1990,1
1986,4
1976,2
1985,1
1988,1
1987,2
1980,1
